"Route","Signal","WordPress value","Astro production value","Match status","Difference type","Action","Reason"
"/category/maintenance/","Important internal links","/category/maintenance/ | /category/servis-pembersihan/ | /pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/ | /pu-injection-waterproofing-kl-how-to-fix-wall-cracks-permanently/ | /waterproofing-contractor-kuala-lumpur-the-complete-guide-to-stopping-leaks-2026/ | /servis-cuci-rumah-kl-the-ultimate-2026-guide-to-a-spotless-home/","/ | /pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/ | /pu-injection-waterproofing-kl-how-to-fix-wall-cracks-permanently/ | /servis-aircond-murah-kl-the-ultimate-2026-guide-to-a-colder-home/ | /servis-cuci-rumah-kl-the-ultimate-2026-guide-to-a-spotless-home/ | /waterproofing-contractor-kuala-lumpur-the-complete-guide-to-stopping-leaks-2026/ | /category/commercial/ | /category/hvac-guides/ | /category/maintenance/ | /category/renovation/ | /category/servis-pembersihan/ | /category/technical-guides/ | /tag/interior-finishing/ | /tag/office-fit-out/ | /tag/waterproofing/ | /services/ | /contact-us/ | /blog/","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/maintenance/","Main visible content","1398f016959fe64bf97b5fcd3536b4143487f61b00a5c973378eb3ccfe6e18ad","2543fd3699fdc8d07e029a0493964cd8ef4a433a044398338594f3fdcc49169c","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/maintenance/","Image references","https://secure.gravatar.com/avatar/4c7a7e136a0e22539059a09b5784869ac34f14870c8711497f9feb22be355403?s=96&d=mm&r=g | https://secure.gravatar.com/avatar/4c7a7e136a0e22539059a09b5784869ac34f14870c8711497f9feb22be355403?s=96&d=mm&r=g | https://secure.gravatar.com/avatar/4c7a7e136a0e22539059a09b5784869ac34f14870c8711497f9feb22be355403?s=96&d=mm&r=g | https://secure.gravatar.com/avatar/4c7a7e136a0e22539059a09b5784869ac34f14870c8711497f9feb22be355403?s=96&d=mm&r=g","","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/renovation/","Meta description","","Residential and retail renovation guides covering scope, materials, coordination, sequencing, quotation and handover.","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/renovation/","Robots","max-image-preview:large","noindex, follow","EQUIVALENT_SAFE","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","The Astro control is explicit and matches the approved production indexing strategy."
"/category/renovation/","H1","","Renovation","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/renovation/","Main headings","H2:Commercial Retail Shop Renovation in Kuala Lumpur | H2:House Renovation in Selangor: The Ultimate 2026 Guide to Extending Your Home | H2:House Renovation in Kuala Lumpur: The Ultimate Planning & Cost Guide (2026)","H1:Renovation | H2:Latest articles | H2:Commercial Retail Shop Renovation in Kuala Lumpur | H2:House Renovation in Kuala Lumpur: Planning and Quotation Guide | H2:House Renovation in Selangor: Home Extension Planning Guide | H2:Categories & topics | H2:Discuss the property and work scope | H2:Connect the guide to the actual property","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/renovation/","Open Graph title","","Renovation - RK Reno Solution","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/renovation/","Open Graph description","","Residential and retail renovation guides covering scope, materials, coordination, sequencing, quotation and handover.","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/renovation/","Open Graph URL","","https://rkrenosolution.com/category/renovation/","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/renovation/","Open Graph image","","https://rkrenosolution.com/assets/media/RK-Reno-Solutions-Logo-942f64bb.png","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/renovation/","Schema types","BreadcrumbList | CollectionPage | Organization | WebSite","CollectionPage","EQUIVALENT_SAFE","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","The Astro control is explicit and matches the approved production indexing strategy."
"/category/renovation/","Important internal links","/category/renovation/ | /commercial-retail-shop-renovation-in-kuala-lumpur/ | /house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/ | /house-renovation-in-kuala-lumpur-the-ultimate-planning-cost-guide-2026/","/ | /commercial-retail-shop-renovation-in-kuala-lumpur/ | /house-renovation-in-kuala-lumpur-the-ultimate-planning-cost-guide-2026/ | /house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/ | /category/commercial/ | /category/hvac-guides/ | /category/maintenance/ | /category/renovation/ | /category/servis-pembersihan/ | /category/technical-guides/ | /tag/interior-finishing/ | /tag/office-fit-out/ | /tag/waterproofing/ | /service/building-renovation/ | /contact-us/ | /blog/","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/renovation/","Main visible content","bd24286244b35aac37afef347e1bced176b94bb7aae02020324b566c66fc0539","94475914e848bc2d2223990d5a867dcec61145b2b507c0fa537e474fe7b20d6f","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/renovation/","Image references","https://secure.gravatar.com/avatar/4c7a7e136a0e22539059a09b5784869ac34f14870c8711497f9feb22be355403?s=96&d=mm&r=g | https://secure.gravatar.com/avatar/4c7a7e136a0e22539059a09b5784869ac34f14870c8711497f9feb22be355403?s=96&d=mm&r=g | https://secure.gravatar.com/avatar/4c7a7e136a0e22539059a09b5784869ac34f14870c8711497f9feb22be355403?s=96&d=mm&r=g","","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/servis-pembersihan/","Meta description","","Panduan merancang servis cuci rumah dan deep cleaning di Kuala Lumpur berdasarkan keadaan dan skop sebenar.","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/servis-pembersihan/","Robots","max-image-preview:large","noindex, follow","EQUIVALENT_SAFE","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","The Astro control is explicit and matches the approved production indexing strategy."
"/category/servis-pembersihan/","H1","","Servis Pembersihan","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/servis-pembersihan/","Main headings","H2:Pakej Deep Cleaning Rumah KL (Termasuk Pre-Hari Raya)","H1:Servis Pembersihan | H2:Latest articles | H2:Pakej Deep Cleaning Rumah KL: Scope and Enquiry Guide | H2:Servis Cuci Rumah KL: Home Cleaning Planning Guide | H2:Categories & topics | H2:Discuss the property and work scope | H2:Connect the guide to the actual property","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/servis-pembersihan/","Open Graph title","","Servis Pembersihan - RK Reno Solution","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/servis-pembersihan/","Open Graph description","","Panduan merancang servis cuci rumah dan deep cleaning di Kuala Lumpur berdasarkan keadaan dan skop sebenar.","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/servis-pembersihan/","Open Graph URL","","https://rkrenosolution.com/category/servis-pembersihan/","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/servis-pembersihan/","Open Graph image","","https://rkrenosolution.com/assets/media/RK-Reno-Solutions-Logo-942f64bb.png","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/servis-pembersihan/","Schema types","BreadcrumbList | CollectionPage | Organization | WebSite","CollectionPage","EQUIVALENT_SAFE","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","The Astro control is explicit and matches the approved production indexing strategy."
"/category/servis-pembersihan/","Important internal links","/category/maintenance/ | /category/servis-pembersihan/ | /pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","/ | /pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/ | /servis-cuci-rumah-kl-the-ultimate-2026-guide-to-a-spotless-home/ | /category/commercial/ | /category/hvac-guides/ | /category/maintenance/ | /category/renovation/ | /category/servis-pembersihan/ | /category/technical-guides/ | /tag/interior-finishing/ | /tag/office-fit-out/ | /tag/waterproofing/ | /servis-cuci-rumah-kl/ | /contact-us/ | /blog/","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/servis-pembersihan/","Main visible content","de1a92ae28ce538566d557834bfdde3bb897c12f2eb19af430a4caad99dcc4c4","553522409e10ca5f29c0c05aa52ec46368cf36e1435f0e092b3620b9b24ef6ea","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/servis-pembersihan/","Image references","https://secure.gravatar.com/avatar/4c7a7e136a0e22539059a09b5784869ac34f14870c8711497f9feb22be355403?s=96&d=mm&r=g","","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/technical-guides/","Meta description","","Safety, inspection and technical planning guides for electrical, aircond, waterproofing and ceiling work.","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/technical-guides/","Robots","max-image-preview:large","noindex, follow","EQUIVALENT_SAFE","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","The Astro control is explicit and matches the approved production indexing strategy."
"/category/technical-guides/","H1","","Technical Guides","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/technical-guides/","Main headings","H2:Electrical Services Selangor: The Complete Safety & Pricing Guide (2026 Edition)","H1:Technical Guides | H2:Latest articles | H2:Aircond Installation KL: Planning Guide for 2026 | H2:Electrical Services Selangor: Safety and Quotation Guide | H2:Plaster Ceiling Contractor KL: Design & Quotation Guide (2026) | H2:PU Injection Waterproofing KL: Crack and Leak Repair Guide | H2:Upah Pasang Aircond Selangor: Panduan Harga & Pemasangan | H2:Waterproofing Contractor Kuala Lumpur: Leak Inspection Guide (2026) | H2:Categories & topics | H2:Discuss the property and work scope | H2:Connect the guide to the actual property","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/technical-guides/","Open Graph title","","Technical Guides - RK Reno Solution","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/technical-guides/","Open Graph description","","Safety, inspection and technical planning guides for electrical, aircond, waterproofing and ceiling work.","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/technical-guides/","Open Graph URL","","https://rkrenosolution.com/category/technical-guides/","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/technical-guides/","Open Graph image","","https://rkrenosolution.com/assets/media/RK-Reno-Solutions-Logo-942f64bb.png","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/technical-guides/","Schema types","BreadcrumbList | CollectionPage | Organization | WebSite","CollectionPage","EQUIVALENT_SAFE","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","The Astro control is explicit and matches the approved production indexing strategy."
"/category/technical-guides/","Important internal links","/category/technical-guides/ | /electrical-services-selangor-the-complete-safety-pricing-guide-2026-edition/","/ | /aircond-installation-kl-the-ultimate-2026-guide-rk-reno-solution/ | /electrical-services-selangor-the-complete-safety-pricing-guide-2026-edition/ | /plaster-ceiling-contractor-kl-the-ultimate-design-pricing-guide-2026/ | /pu-injection-waterproofing-kl-how-to-fix-wall-cracks-permanently/ | /upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/ | /waterproofing-contractor-kuala-lumpur-the-complete-guide-to-stopping-leaks-2026/ | /category/commercial/ | /category/hvac-guides/ | /category/maintenance/ | /category/renovation/ | /category/servis-pembersihan/ | /category/technical-guides/ | /tag/interior-finishing/ | /tag/office-fit-out/ | /tag/waterproofing/ | /services/ | /contact-us/ | /blog/","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/technical-guides/","Main visible content","a03688ecf6109c2a6c3ce0761fc6caf700afae725ff7c697b156230f4542daef","6c123b02bbca0e82879c7f042a9bd17c5b5b8a321dc439a41d46e24f6babafbe","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/category/technical-guides/","Image references","https://secure.gravatar.com/avatar/4c7a7e136a0e22539059a09b5784869ac34f14870c8711497f9feb22be355403?s=96&d=mm&r=g","","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/tag/interior-finishing/","Meta description","","Practical guides for plaster ceilings and coordinated finishing work in renovation projects.","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
"/tag/interior-finishing/","Robots","max-image-preview:large","noindex, follow","EQUIVALENT_SAFE","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","The Astro control is explicit and matches the approved production indexing strategy."
"/tag/interior-finishing/","H1","","Interior Finishing","INTENTIONAL_CORRECTION","DEMO_CONTENT_REMOVED","PRESERVE_APPROVED_ASTRO","Tag clouds, plugin clutter, newsletter/career material and imported demo footer content remain excluded"
